"type","lineno","license","cust_ID","sched","promised","RO_prn","inv_prn","status","timein","timeout","location","custname","ymm","recno","hat","dateposted","lastitemused","vehicle_ID","writer","odom_in","odom_out","balancedue","writernum","refno","estlaboramt","estpartsamt","esthours","laboramt","partsamt","taxamt","defaultTech","defaultTechParts","hazwaste","shopsupplies","hazwasteamt","shopsuppliesamt","versionstring","taxversion","taxamtmat1","taxamtmat2","taxamtmat3","taxamtmat4","taxamtmat5","taxamtmat6","taxamtmat7","taxamtmat8","taxamtmat9","taxamtlab1","taxamtlab2","taxamtlab3","taxamtlab4","taxamtlab5","taxamtlab6","taxamtlab7","taxamthazmat","taxamtshopsupplies","PrintedDate","discountamt","estdiscountamt","EstimateTax","EstimateHazmat","EstimateShopSupplies","CreatedAsEstimate","ReasonForVisit"
,,"1SSVC",15196,,,,,"C",,,,,,54638,,2008-02-19,,19990,"CB",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-19,,,,,,,
,,"557KSC",11852,,,,,"C",,,,,,57754,,2009-02-21,,30877,"DM",,,1382.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-02-19,,,,,,,
,,,16290,,,,,"C",,,,,,42150,,2005-04-29,,22287,"SG",,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-29,,,,,,,
,,"ZCS41B",14001,,,,,"V",,,,,,40900,,,,18378,"SG",,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-06,,,,,,,
,,"CC8K361",14712,,,,,"C",,,,,,72547,,2012-11-09,,39627,"KIT",,,38.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-09,,,,,,,
,,"  Y73JZB",16287,,,,,"C",,,,,,45557,,2006-02-03,,21573,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-28,,,,,,,
,,"G67LXP",15604,,,,,"C",,,,,,41740,,2005-03-23,,20588,"NF",,,26.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-23,,,,,,,
,,,18829,,,,,"C",,,,,,47268,,2006-06-17,,25062,"SG",,,87.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-17,,,,,,,
,,"7PKC20",7716,,,,,"C",,,,,,43142,,2005-07-16,,20339,"SG",,,540.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-15,,,,,,,
,,"111XCF",22118,,,,,"C",,,,,,66728,,2011-10-06,,29961,"CB",,,184.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-05,,,,,,,
,,"NK6342",11279,,2006-05-17,,,"C",,,,,,46870,,2006-05-18,,14143,"CG",,,996.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-16,,,,,,,
,,,27624,,,,,"C",,,,,,68451,,2012-03-17,,37341,"CB",,,38.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-17,,,,,,,
,,"Y25VFP",24654,,,,,"C",,,,,,65164,,2011-04-26,,34817,"TN",,,94.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-25,,,,,,,
,,"T02ZSS",14169,,,,,"C",,,,,,44743,,2005-11-21,,19750,"SG",,,259.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-21,,,,,,,
,,,18138,,,,,"C",,,,,,52954,,2007-09-15,,28147,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-15,,,,,,,
,,"5ZAW754",26844,,,,,"C",,,,,,66897,,2011-10-21,,36280,"KIT",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-21,,,,,,,
,,"5ZM547",22514,,,,,"C",,,,,,60221,,2009-12-18,,32574,"JD",,,1153.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-12-16,,,,,,,
,,"FZF739",24417,,,,,"C",,,,,,60990,,2010-03-10,,33052,"JD",,,26.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-10,,,,,,,
,,"2CL-W08",16789,,,,,"C",,,,,,45603,,2006-02-02,,22226,"CG",,,1077.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-02-01,,,,,,,
,,890612,16668,,,,,"C",,,,,,50880,,2007-03-29,,23657,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-29,,,,,,,
,,"319PCF",21315,,,,,"C",,,,,,62048,,2010-06-26,,28703,"CB",,,284.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-25,,,,,,,
,,"GXN090",22596,,,,,"C",,,,,,57209,,2008-12-12,,30537,"CB",,,1166.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-11,,,,,,,
,,"4XRKS0",15917,,,,,"C",,,,,,52438,,2007-08-04,,23133,"SG",,,154.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-04,,,,,,,
,,"B25C201",27469,,,,,"C",,,,,,68097,,2012-02-17,,37128,"CB",,,75.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-17,,,,,,,
,,"329 JDF",20085,,,,,"C",,,,,,50482,,2007-02-26,,26886,"SG",,,47.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-02-26,,,,,,,
,,"F62BTZ",7248,,,,,"C",,,,,,44244,,2005-10-08,,7970,"SG",,,199.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-08,,,,,,,
,,"CH4K627",27653,,,,,"C",,,,,,68875,,2012-04-25,,37391,"KIT",,,69.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-25,,,,,,,
,,"XJH48J",15502,,,,,"C",,,,,,53965,,2007-12-12,,20428,"SG",,,28.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-12-12,,,,,,,
,,"KGF113",23488,,,,,"C",,,,,,59174,,2009-08-14,,31781,"TN",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-14,,,,,,,
,,"6YLH61",14370,,,,,"C",,,,,,44875,,2005-11-29,,20837,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-29,,,,,,,
,,"BN5J666",25511,,,,,"C",,,,,,65538,,2011-06-01,,34527,"KIT",,,25.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-01,,,,,,,
,,"641HVN",19110,,,,,"C",,,,,,50920,,2007-04-02,,25569,"SG",,,335.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-04-02,,,,,,,
,,"YYZ68Y",16153,,,,,"C",,,,,,51492,,2007-05-19,,21370,"MS",,,482.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-19,,,,,,,
,,"D13SVY",18589,,,,,"C",,,,,,56451,,2008-09-08,,24720,"DM",,,35.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09-08,,,,,,,
,,"T",19408,,,,,"C",,,,,,48679,,2006-09-28,,25894,"SG",,,43.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-09-28,,,,,,,
,,"3DC298",15423,,,,,"C",,,,,,41058,,2005-01-21,,20316,"CB",,,157.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-21,,,,,,,
,,"AF06751",1663,,,,,"C",,,,,,69204,,2012-05-26,,34571,111,,,87.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-23,,,,,,,
,,"Y29PJY",22905,,,,,"C",,,,,,58817,,2009-07-03,,30961,"CB",,,409.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-07-02,,,,,,,
,,"BW8M371",21476,,,,,"C",,,,,,68883,,2012-04-30,,32620,111,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-26,,,,,,,
,,1,21655,,,,,"C",,,,,,70900,,2012-08-23,,38960,"ROB",,,290.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-22,,,,,,,
,,"BL2P563",28060,,,,,"C",,,,,,69496,,2012-06-18,,37928,111,,,23.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-18,,,,,,,
,,"COLE",14828,,,,,"C",,,,,,46581,,2006-04-25,,19938,"CG",,,298.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-24,,,,,,,
,,"BJ1V526",25954,,,,,"C",,,,,,71012,,2012-08-30,,35134,"TF",,,1404.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-27,,,,,,,
,,"92RBH2",18358,,,,,"C",,,,,,45893,,2006-02-28,,24341,"SG",,,431.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-02-28,,,,,,,
,,"X89BJS",15274,,,,,"C",,,,,,51864,,2007-06-19,,20098,"SG",,,74.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-06-19,,,,,,,
,,"F08-1042",18733,,,,,"C",,,,,,64742,,2011-03-14,,31425,"CB",,,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-14,,,,,,,
,,"5HRF24",22937,,,,,"C",,,,,,57942,,2009-03-17,,31014,"CB",,,115.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-16,,,,,,,
,,"860 KRT",20704,,,,,"C",,,,,,52194,,2007-07-16,,27751,"SG",,,12.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-07-16,,,,,,,
,,"N06 WRX",19898,,,,,"C",,,,,,50303,,2006-12-31,,26623,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-02-12,,,,,,,
,,888197,16668,,,,,"C",,,,,,54299,,2008-01-11,,23025,"CB",,,54.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-01-11,,,,,,,
,,"Y1Y735",6793,,,,,"V",,,,,,67495,,,,25141,"CB",,,41.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-14,,,,,,,
,,"L70VGH",19236,,,,,"C",,,,,,51770,,2007-06-13,,27541,"SG",,,412.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-06-12,,,,,,,
,,,22622,,,,,"C",,,,,,57255,,2008-12-23,,30571,"CB",,,974.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-18,,,,,,,
,,"PLJ111",28942,,,,,"C",,,,,,71156,,2012-09-08,,39142,111,,,818.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-04,,,,,,,
,,"H47XGZ",14943,,,,,"C",,,,,,43734,,2005-08-31,,19642,"CG",,,28.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-26,,,,,,,
,,"W43CVH",3392,,,,,"C",,,,,,44398,,2005-10-22,,18985,"SG",,,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-22,,,,,,,
,,"KE5MTP",23115,,,,,"C",,,,,,72500,,2012-11-06,,34703,"TN",,,106.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-06,,,,,,,
,,"5DVD66",7847,,,,,"C",,,,,,54902,,2008-03-19,,23739,"DM",,,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-19,,,,,,,
,,"DNB852",27046,,,,,"C",,,,,,67134,,2011-11-12,,36554,"CB",,,142.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-11,,,,,,,
,,"1GH044",27023,,,,,"C",,,,,,71783,,2012-10-02,,37089,"ROB",,,33.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-02,,,,,,,
,,,18155,,,,,"C",,,,,,45418,,2006-01-17,,24050,"SG",,,248.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-16,,,,,,,
,,"3ZV Z28",19887,,,,,"C",,,,,,49987,,2007-01-17,,26605,"TN",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-01-17,,,,,,,
,,,296,,,,,"V",,,,,,5245,,,,2656,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-06-03,,,,,,,
,,"6WGTM",10659,,,,,"V",,,,,,49304,,,,22973,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-17,,,,,,,
,,159,16668,,,,,"C",,,,,,48757,,2006-10-04,,24378,"NM",,,20.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-04,,,,,,,
,,,28661,,,,,"C",,,,,,70590,,2012-08-08,,38743,"ROB",,,23.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-08,,,,,,,
,,"W27KJW",19494,,,,,"C",,,,,,61517,,2010-05-06,,33303,"JD",,,209.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-06,,,,,,,
,,"S46TMH",14786,,,,,"C",,,,,,41076,,2005-01-22,,21237,"SG",,,359.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-22,,,,,,,
,,"DH7E2D",28171,,,,,"C",,,,,,69616,,2012-06-30,,38072,"TF",,,94.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-23,,,,,,,
,,,19137,,,,,"C",,,,,,47963,,2007-01-01,,25493,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-05,,,,,,,
,,"N55-FVX",17970,,,,,"C",,,,,,44870,,2005-11-29,,23773,"SG",,,450.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-29,,,,,,,
,,"694PDC",23409,,,,,"C",,,,,,58955,,2009-07-30,,31665,"CB",,,767.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-07-17,,,,,,,
,,,21914,,,,,"C",,,,,,55749,,2008-06-21,,29589,"DM",,,59.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-06-21,,,,,,,
,,"284NXF",20298,,,,,"C",,,,,,57247,,2008-12-23,,27186,"CB",,,651.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-16,,,,,,,
,,"MMR366",23278,,,,,"C",,,,,,58692,,2009-06-19,,31485,"CB",,,47.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-17,,,,,,,
,,,16291,,,,,"V",,,,,,41101,,,,21579,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-25,,,,,,,
,,"FRR923",21726,,,,,"C",,,,,,64094,,2011-01-03,,34423,"CB",,,385.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-30,,,,,,,
,,"CJ9Y354",21919,,,,,"C",,,,,,71335,,2012-09-11,,39253,"TF",,,75.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-11,,,,,,,
,,"MO1BRC",16800,,,,,"C",,,,,,47446,,2006-06-30,,22492,"SG",,,133.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-30,,,,,,,
,,"W12LJM",8509,,,,,"C",,,,,,50168,,2007-02-02,,18495,"SG",,,400.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-02-01,,,,,,,
,,"BA18969",29007,,,,,"C",,,,,,71293,,2012-09-08,,39236,"KIT",,,34.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-08,,,,,,,
,,"AD08615",25559,,,,,"C",,,,,,63722,,2010-11-26,,34588,"CB",,,32.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-26,,,,,,,
,,"KURIAH",24142,,,,,"C",,,,,,60395,,2010-01-07,,32681,"CB",,,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-07,,,,,,,
,,"CM6P140",28050,,,,,"C",,,,,,69393,,2012-06-09,,37916,"TF",,,23.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-09,,,,,,,
,,"992YTJ",23986,,,,,"C",,,,,,61793,,2010-06-05,,32441,"CB",,,393.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-14,,,,,,,
,,"094MVL",24323,,,,,"C",,,,,,60760,,2010-02-15,,32919,"CB",,,471.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-15,,,,,,,
,,"469RKC",24109,,,,,"C",,,,,,60315,,2009-12-30,,32616,"JD",,,380.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-12-28,,,,,,,
,,528,11224,,,,,"C",,,,,,51520,,2007-05-22,,19851,"SG",,,57.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-22,,,,,,,
,,"TTK92W",9589,,,,,"C",,,,,,43805,,2005-09-06,,17932,"CG",,,94.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-09-01,,,,,,,
,,"577XXB",24298,,,,,"C",,,,,,60718,,2010-02-12,,32888,"CB",,,756.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-09,,,,,,,
,,"750RDS",29782,,,,,"C",,,,,,73076,,2012-12-07,,40358,111,,,349.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-07,,,,,,,
,,888314,16668,,,,,"C",,,,,,44313,,2005-10-14,,23462,"SG",,,383.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-14,,,,,,,
,,"D63V365",25840,,,,,"C",,,,,,68789,,2012-03-15,,36747,"KIT",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-18,,,,,,,
,,"FTL026",22170,,,,,"C",,,,,,56387,,2008-09-19,,29963,"DM",,,106.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-08-25,,,,,,,
,,"111XCF",22118,,,,,"C",,,,,,57198,,2008-12-10,,29961,"CB",,,194.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-10,,,,,,,
,,"GRK408",23685,,,,,"C",,,,,,59481,,2009-09-23,,32034,"CB",,,163.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-19,,,,,,,
,,"025OAG",23763,,,,,"C",,,,,,59609,,2009-10-09,,32140,"DM",,,733.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10-07,,,,,,,
,,"2WD V56",19923,,,,,"C",,,,,,50091,,2007-01-26,,26665,"NM",,,69.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-01-26,,,,,,,
,,"597TKR",21565,,,,,"C",,,,,,54810,,2008-03-12,,29078,"CB",,,1453.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-08,,,,,,,
,,,28510,,,,,"V",,,,,,70297,,,,38536,"ROB",,,76.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-25,,,,,,,
,,"400NBJ",20260,,,,,"C",,,,,,51021,,2007-04-12,,27139,"SG",,,335.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-04-09,,,,,,,
,,"N39ZMP",22410,,,,,"C",,,,,,56927,,2008-11-05,,30346,"DM",,,47.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-04,,,,,,,
,,"5ZN M75",19662,,,,,"C",,,,,,49384,,2006-11-24,,26281,"NM",,,12.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-24,,,,,,,
,,"187BYC",16293,,,,,"C",,,,,,45146,,2005-12-23,,22175,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-12-23,,,,,,,
,,"5MHM97",20586,,,,,"C",,,,,,53712,,2007-11-19,,27582,"KN",,,762.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-17,,,,,,,
,,"J06FCM",21472,,,,,"C",,,,,,54546,,2008-02-08,,28940,"DM",,,579.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-08,,,,,,,
,,,30152,,,,,"V",,,,,,74048,,,,40905,"KIT",,,588.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-28,,,,,,,
,,,14437,,,,,"V",,,,,,37019,,,,18972,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-01-28,,,,,,,
,,"4AXE878",13157,,,,,"C",,,,,,45183,,2005-12-28,,17212,"CG",,,518.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-12-28,,,,,,,
,,"709WRF",23533,,,,,"C",,,,,,59222,,2009-08-19,,31842,"CB",,,47.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-19,,,,,,,
,,"5FDB57",17113,,,,,"C",,,,,,43529,,2005-08-12,,22637,"CG",,,26.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-12,,,,,,,
,,"063ALM",24395,,,,,"V",,,,,,69859,,,,38222,"TF",,,1407.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-05,,,,,,,
,,"KCL135",715,,,,,"C",,,,,,66645,,2011-10-03,,30696,"CB",,,591.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-21,,,,,,,
,,"J01JTY",11195,,,,,"C",,,,,,43606,,2005-08-18,,17705,"SG",,,84.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-18,,,,,,,
,,"GPR968",26717,,,,,"C",,,,,,74471,,2013-02-20,,39391,"ROB",,,23.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-20,,,,,,,
,,"Y62XYW",17541,,,,,"C",,,,,,47042,,2006-05-30,,23203,"CG",,,81.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-30,,,,,,,
,,1,28462,,,,,"C",,,,,,72007,,2012-10-12,,38474,111,,,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,,,,,,,
,,"541NHG",22562,,,,,"C",,,,,,57130,,2008-12-13,,30490,"CB",,,1175.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-01,,,,,,,
,,,2244,,,,,"V",,,,,,47772,,,,25381,"BN",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07-24,,,,,,,
,,"MXJ510",29689,,,,,"C",,,,,,72857,,2012-11-27,,40214,111,,,47.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-26,,,,,,,
,,"ZYD62X",19374,,,,,"C",,,,,,54423,,2008-01-28,,26842,"CB",,,1533.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-01-26,,,,,,,
,,"BT9 1869",29382,,,,,"C",,,,,,72136,,2012-10-19,,39770,"KIT",,,2039.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-18,,,,,,,
,,"NRF394",22384,,,,,"C",,,,,,57216,,2008-12-12,,30488,"DM",,,27.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-12,,,,,,,
,,"N97BPL",13072,,,,,"C",,,,,,56987,,2008-11-18,,17109,"INM",,,1185.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-11,,,,,,,
,,"Z77DMT",19767,,,,,"C",,,,,,58745,,2009-06-26,,27941,"DM",,,91.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-26,,,,,,,
,,"W43CVH",3392,,,,,"C",,,,,,45486,,2006-01-21,,18985,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-21,,,,,,,
,,"524GXC",18663,,,,,"C",,,,,,46880,,2006-05-17,,24826,"CG",,,303.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-17,,,,,,,
,,,3297,,,,,"V",,,,,,7770,,,,3496,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-02-15,,,,,,,
,,"316GRX",18750,,,,,"C",,,,,,49532,,2006-12-06,,24952,"SG",,,451.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-05,,,,,,,
,,"BR4D776",29892,,,,,"C",,,,,,73399,,2012-12-22,,40525,111,,,23.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-22,,,,,,,
,,"DK6H965",27809,,,,,"C",,,,,,71303,,2012-09-10,,37598,111,,,218.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-10,,,,,,,
,,,19694,,,,,"C",,,,,,49556,,2006-12-07,,26384,"SG",,,17.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-07,,,,,,,
,,"51RBJ2",19049,,,,,"C",,,,,,55123,,2008-06-11,,25370,"CB",,,965.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-11,,,,,,,
,,"613VDG",24141,,,,,"V",,,,,,63472,,,,32668,"CB",,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-02,,,,,,,
,,,17689,,,,,"C",,,,,,45936,,2006-03-02,,24352,"SG",,,284.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-02,,,,,,,
,,"PSB955",27266,,,,,"C",,,,,,67945,,2012-02-02,,36841,"CB",,,94.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-01,,,,,,,
,,,16380,,,,,"C",,,,,,41276,,2005-02-10,,21704,"SG",,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-02-10,,,,,,,
,,"595TKW",23833,,,,,"C",,,,,,62946,,2010-09-18,,32244,"CB",,,750.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-13,,,,,,,
,,"389DMM",19313,,,,,"C",,,,,,61690,,2010-05-25,,25756,"JD",,,32.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-25,,,,,,,
,,"247 RDS",9292,,,,,"C",,,,,,60011,,2009-11-21,,27685,"CB",,,225.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-21,,,,,,,
,,"FPB218",25936,,,,,"C",,,,,,65080,,2011-04-20,,35111,"CB",,,94.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-18,,,,,,,
,,"BP8D483",24101,,,,,"C",,,,,,68216,,2012-02-29,,33703,"TN",,,1285.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-27,,,,,,,
,,"XDZ846",27866,,,,,"V",,,,,,69925,,,,37760,111,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-09,,,,,,,
